Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
language-sprakpolis,Language over thinker,"<p>Earrings, with language quotes: OVER - THINKER<br>Size: 5 cm and 8 cm.</p>
<p>Lightweight and stylish earrings made from eco-friendly PLA plastic using 3D printing. The hooks are made of copper with silver or gold finish, and are nickel-free, lead-free, and hypoallergenic – perfect for sensitive ears.</p>",Cutie Poppers,Apparel & Accessories > Jewelry > Earrings,"","alla hjärtan, annorlunda örhängen, arcrylic, ball handling, ball handling earrings, ball handling loops, basket ball dribbler, basketball, computer earrings, computer love, earrings, gamer, gamer music, gangster rap, girl, girl hoopers, girlie, girls, gulliga örhängen, heart, hip earrings, hip hop, hjärtan, hoopers, hoops, hopper, jewellery, kärlek, language nerd, loop, loops, love, mouse, nerd, nerds, plastic, querky, rap, reader, shooting, slam dunk, sweet, söt, tinker, writer",true,Color,black,product.metafields.shopify.color-pattern,Hook color,Gold,,,,,EARRING-OVER-THINKER-BLACK-GOLD,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/IMG_7368.jpg?v=1745613759,1,"",false,,,all-ages; universal,black; gray; yellow; white; red; purple; pink; green; blue; orange,hoop,plastic; acrylic; metal,imitation-jewelry,unisex; female,,g,,70.00,active
language-sprakpolis,,,,,,,,,black,,,Silver,,,,,EARRING-OVER-THINKER-BLACK-SILVER,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/IMG_7348.jpg?v=1745613759,2,"",,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,gray,,,Gold,,,,,EARRING-OVER-THINKER-GRAY-GOLD,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/IMG_7344.jpg?v=1745613759,3,"",,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,gray,,,Silver,,,,,EARRING-OVER-THINKER-GRAY-SILVER,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/overthinker.png?v=1745613759,4,"",,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,yellow,,,Gold,,,,,EARRING-OVER-THINKER-YELLOW-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,yellow,,,Silver,,,,,EARRING-OVER-THINKER-YELLOW-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,white,,,Gold,,,,,EARRING-OVER-THINKER-WHITE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,white,,,Silver,,,,,EARRING-OVER-THINKER-WHITE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,red,,,Gold,,,,,EARRING-OVER-THINKER-RED-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/IMG_7368.jpg?v=1745613759,g,,70.00,
language-sprakpolis,,,,,,,,,red,,,Silver,,,,,EARRING-OVER-THINKER-RED-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/IMG_7368.jpg?v=1745613759,g,,70.00,
language-sprakpolis,,,,,,,,,purple,,,Gold,,,,,EARRING-OVER-THINKER-PURPLE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,purple,,,Silver,,,,,EARRING-OVER-THINKER-PURPLE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,pink,,,Gold,,,,,EARRING-OVER-THINKER-PINK-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,pink,,,Silver,,,,,EARRING-OVER-THINKER-PINK-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,green,,,Gold,,,,,EARRING-OVER-THINKER-GREEN-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,green,,,Silver,,,,,EARRING-OVER-THINKER-GREEN-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,blue,,,Gold,,,,,EARRING-OVER-THINKER-BLUE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,blue,,,Silver,,,,,EARRING-OVER-THINKER-BLUE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,orange,,,Gold,,,,,EARRING-OVER-THINKER-ORANGE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
language-sprakpolis,,,,,,,,,orange,,,Silver,,,,,EARRING-OVER-THINKER-ORANGE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,Basketball filled,"<p>Earrings, with basketball. Color you pick will replace the orange.<br>Size: 4,5 cm</p>
<p>Lightweight and stylish earrings made from eco-friendly PLA plastic using 3D printing. The hooks are made of copper with silver or gold finish, and are nickel-free, lead-free, and hypoallergenic – perfect for sensitive ears..</p>",Cutie Poppers,Apparel & Accessories > Jewelry > Earrings,"","alla hjärtan, annorlunda örhängen, arcrylic, ball handling, ball handling earrings, ball handling loops, basket ball dribbler, basketball, computer earrings, computer love, earrings, gamer, gamer music, gangster rap, girl, girl hoopers, girlie, girls, gulliga örhängen, heart, hip earrings, hip hop, hjärtan, hoopers, hoops, hopper, jewellery, kärlek, language nerd, loop, loops, love, mouse, nerd, nerds, plastic, querky, rap, reader, shooting, slam dunk, sweet, söt, tinker, writer",true,Color,black,product.metafields.shopify.color-pattern,Hook color,Gold,,,,,EARRING-BASKETBALL-FILLED-BLACK-GOLD,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/IMG_7418.jpg?v=1745740327,1,"",false,,,,black; gray; yellow; white; red; purple; pink; green; blue; orange-1,,plastic; acrylic; metal,imitation-jewelry,,,g,,70.00,active
basketball-filled,,,,,,,,,black,,,Silver,,,,,EARRING-BASKETBALL-FILLED-BLACK-SILVER,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/orangeball.png?v=1745740327,2,"",,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,gray,,,Gold,,,,,EARRING-BASKETBALL-FILLED-GRAY-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,gray,,,Silver,,,,,EARRING-BASKETBALL-FILLED-GRAY-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,yellow,,,Gold,,,,,EARRING-BASKETBALL-FILLED-YELLOW-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,yellow,,,Silver,,,,,EARRING-BASKETBALL-FILLED-YELLOW-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,white,,,Gold,,,,,EARRING-BASKETBALL-FILLED-WHITE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,white,,,Silver,,,,,EARRING-BASKETBALL-FILLED-WHITE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,red,,,Gold,,,,,EARRING-BASKETBALL-FILLED-RED-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,red,,,Silver,,,,,EARRING-BASKETBALL-FILLED-RED-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,purple,,,Gold,,,,,EARRING-BASKETBALL-FILLED-PURPLE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,purple,,,Silver,,,,,EARRING-BASKETBALL-FILLED-PURPLE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,pink,,,Gold,,,,,EARRING-BASKETBALL-FILLED-PINK-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,pink,,,Silver,,,,,EARRING-BASKETBALL-FILLED-PINK-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,green,,,Gold,,,,,EARRING-BASKETBALL-FILLED-GREEN-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,green,,,Silver,,,,,EARRING-BASKETBALL-FILLED-GREEN-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,blue,,,Gold,,,,,EARRING-BASKETBALL-FILLED-BLUE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,blue,,,Silver,,,,,EARRING-BASKETBALL-FILLED-BLUE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
basketball-filled,,,,,,,,,orange-1,,,Gold,,,,,EARRING-BASKETBALL-FILLED-ORANGE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/IMG_7418.jpg?v=1745740327,g,,70.00,
basketball-filled,,,,,,,,,orange-1,,,Silver,,,,,EARRING-BASKETBALL-FILLED-GREEN-SILVER,5.0,,-1,deny,manual,90.00,,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/IMG_7418.jpg?v=1745740327,g,,70.00,
no-puppet,No puppet,"<p>No puppet. Take no shit from anyone.<br>Size: 4 cm.</p>
<p>Lightweight and stylish earrings made from eco-friendly PLA plastic using 3D printing. The hooks are made of copper with silver or gold finish, and are nickel-free, lead-free, and hypoallergenic – perfect for sensitive ears.</p>",Cutie Poppers,Apparel & Accessories > Jewelry > Charms & Pendants,"","alla hjärtan, annorlunda örhängen, arcrylic, ball handling, ball handling earrings, ball handling loops, basket ball dribbler, basketball, computer earrings, computer love, earrings, floater, gamer, gamer music, gangster rap, girl, girl hoopers, girlie, girls, gulliga örhängen, handball, heart, hip earrings, hjärtan, hoopers, hoops, hopper, jewellery, kärlek, loop, loops, love, mouse, nerd, plastic, querky, rap, redbergslid, shooter, shooting, slam dunk, sweet, söt, take no shit, tinker, önnered",true,Color,black,product.metafields.shopify.color-pattern,Hook color,Gold,,,,,EARRING-NO-PUPPET-BLACK-GOLD,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-1217.24.53.jpg?v=1745431756,1,"",false,,,all-ages; universal,black; gray; yellow; white; red; purple; pink; green; blue; orange-1,,plastic; acrylic; metal,imitation-jewelry,female,,g,,70.00,active
no-puppet,,,,,,,,,black,,,Silver,,,,,EARRING-NO-PUPPET-BLACK-SILVER,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-1220.44.45.jpg?v=1745431756,2,"",,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,gray,,,Gold,,,,,EARRING-NO-PUPPET-GRAY-GOLD,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/nopuppet.png?v=1745431756,3,"",,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,gray,,,Silver,,,,,EARRING-NO-PUPPET-GRAY-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,yellow,,,Gold,,,,,EARRING-NO-PUPPET-YELLOW-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,yellow,,,Silver,,,,,EARRING-NO-PUPPET-YELLOW-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,white,,,Gold,,,,,EARRING-NO-PUPPET-WHITE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,white,,,Silver,,,,,EARRING-NO-PUPPET-WHITE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,red,,,Gold,,,,,EARRING-NO-PUPPET-RED-GOLD,5.0,,-1,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,red,,,Silver,,,,,EARRING-NO-PUPPET-RED-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,purple,,,Gold,,,,,EARRING-NO-PUPPET-PURPLE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-1220.44.45.jpg?v=1745431756,g,,70.00,
no-puppet,,,,,,,,,purple,,,Silver,,,,,EARRING-NO-PUPPET-PURPLE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-1220.44.45.jpg?v=1745431756,g,,70.00,
no-puppet,,,,,,,,,pink,,,Gold,,,,,EARRING-NO-PUPPET-PINK-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,pink,,,Silver,,,,,EARRING-NO-PUPPET-PINK-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,green,,,Gold,,,,,EARRING-NO-PUPPET-GREEN-GOLD,5.0,,-1,deny,manual,90.00,,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-1217.24.53.jpg?v=1745431756,g,,70.00,
no-puppet,,,,,,,,,green,,,Silver,,,,,EARRING-NO-PUPPET-GREEN-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-1217.24.53.jpg?v=1745431756,g,,70.00,
no-puppet,,,,,,,,,blue,,,Gold,,,,,EARRING-NO-PUPPET-BLUE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,blue,,,Silver,,,,,EARRING-NO-PUPPET-BLUE-SILVER,5.0,,-1,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,orange-1,,,Gold,,,,,EARRING-NO-PUPPET-ORANGE-GOLD,5.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
no-puppet,,,,,,,,,orange-1,,,Silver,,,,,EARRING-NO-PUPPET-ORANGE-SILVER,5.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
handball-shooter,Handball shooter,"<p>Girl shooter.<br>Size: 5 cm.</p>
<p>Lightweight and stylish earrings made from eco-friendly PLA plastic using 3D printing. The hooks are made of copper with silver or gold finish, and are nickel-free, lead-free, and hypoallergenic – perfect for sensitive ears.</p>",Cutie Poppers,Apparel & Accessories > Jewelry > Charms & Pendants,"","alla hjärtan, annorlunda örhängen, arcrylic, ball handling, ball handling earrings, ball handling loops, basket ball dribbler, basketball, computer earrings, computer love, earrings, floater, gamer, gamer music, gangster rap, girl, girl hoopers, girlie, girls, gulliga örhängen, handball, heart, hip earrings, hjärtan, hoopers, hoops, hopper, jewellery, kärlek, loop, loops, love, mouse, nerd, plastic, querky, rap, redbergslid, shooter, shooting, slam dunk, sweet, söt, tinker, önnered",true,Color,black,product.metafields.shopify.color-pattern,Hook color,Gold,,,,,EARRING-HANDBALL-SHOOTER-BLACK-GOLD,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-2010.50.26.jpg?v=1745431726,1,"",false,,,all-ages; universal,black; gray; yellow; white; red; purple; pink; green; blue; orange-1,,plastic; acrylic; metal,imitation-jewelry,female,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-2010.50.26.jpg?v=1745431726,g,,70.00,active
handball-shooter,,,,,,,,,black,,,Silver,,,,,EARRING-HANDBALL-SHOOTER-BLACK-SILVER,5.0,,-1,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-2010.50.45.jpg?v=1745431726,2,"",,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-2010.50.26.jpg?v=1745431726,g,,70.00,
handball-shooter,,,,,,,,,gray,,,Gold,,,,,EARRING-HANDBALL-SHOOTER-GRAY-GOLD,5.0,,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/hanball_078d1505-6308-4603-9cff-042382b25197.png?v=1745431726,3,"",,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,gray,,,Silver,,,,,EARRING-HANDBALL-SHOOTER-GRAY-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,yellow,,,Gold,,,,,EARRING-HANDBALL-SHOOTER-YELLOW-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,yellow,,,Silver,,,,,EARRING-HANDBALL-SHOOTER-YELLOW-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,white,,,Gold,,,,,EARRING-HANDBALL-SHOOTER-WHITE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,white,,,Silver,,,,,EARRING-HANDBALL-SHOOTER-WHITE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,red,,,Gold,,,,,EARRING-HANDBALL-SHOOTER-RED-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,red,,,Silver,,,,,EARRING-HANDBALL-SHOOTER-RED-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,purple,,,Gold,,,,,EARRING-HANDBALL-SHOOTER-PURPLE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,purple,,,Silver,,,,,EARRING-HANDBALL-SHOOTER-PURPLE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,pink,,,Gold,,,,,EARRING-HANDBALL-SHOOTER-PINK-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-2010.50.45.jpg?v=1745431726,g,,70.00,
handball-shooter,,,,,,,,,pink,,,Silver,,,,,EARRING-HANDBALL-SHOOTER-PINK-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-2010.50.45.jpg?v=1745431726,g,,70.00,
handball-shooter,,,,,,,,,green,,,Gold,,,,,EARRING-HANDBALL-SHOOTER-GREEN-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,green,,,Silver,,,,,EARRING-HANDBALL-SHOOTER-GREEN-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,blue,,,Gold,,,,,EARRING-HANDBALL-SHOOTER-BLUE-GOLD,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,blue,,,Silver,,,,,EARRING-HANDBALL-SHOOTER-BLUE-SILVER,5.0,,0,deny,manual,90.00,,true,true,,,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,orange-1,,,Gold,,,,,EARRING-HANDBALL-SHOOTER-ORANGE-GOLD,5.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
handball-shooter,,,,,,,,,orange-1,,,Silver,,,,,EARRING-HANDBALL-SHOOTER-ORANGE-SILVER,5.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,Coffee message,"<p>Earrings, with coffee message.<br>Size: 5 cm.</p>
<p>Lightweight and stylish earrings made from eco-friendly PLA plastic using 3D printing. The hooks are made of copper with silver or gold finish, and are nickel-free, lead-free, and hypoallergenic – perfect for sensitive ears.</p>",Cutie Poppers,Apparel & Accessories > Jewelry > Earrings,"","alla hjärtan, annorlunda örhängen, arcrylic, ball handling, ball handling earrings, ball handling loops, basket ball dribbler, basketball, coffee, computer earrings, computer love, earrings, gamer, gamer music, gangster rap, girl, girl hoopers, girlie, girls, gulliga örhängen, heart, hip earrings, hip hop, hjärtan, hoopers, hoops, hopper, jewellery, kärlek, language nerd, loop, loops, love, monings, mornings, mouse, nerd, nerds, plastic, querky, rap, reader, rise and shine, sweet, söt, tinker, writer",true,Color,black,product.metafields.shopify.color-pattern,Hook color,Silver,,,,,EARRING-FIRST-COFFEE-BLACK-SILVER,4.0,,0,deny,manual,90.00,,true,true,"",https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-2017.13.21.jpg?v=1745431613,1,"",false,,,all-ages,black; gray; yellow; white; red; purple; pink; green; blue; orange-1,hoop,plastic; acrylic; metal,imitation-jewelry,unisex,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-2017.13.21.jpg?v=1745431613,g,,70.00,active
hanger-with-coffee-message,,,,,,,,,black,,,Gold,,,,,EARRING-FIRST-COFFEE-BLACK-GOLD,4.0,,-1,deny,manual,90.00,,true,true,"",https://cdn.shopify.com/s/files/1/0915/5906/8023/files/kaffe.png?v=1745431613,2,"",,,,,,,,,,https://cdn.shopify.com/s/files/1/0915/5906/8023/files/2025-04-2017.13.21.jpg?v=1745431613,g,,70.00,
hanger-with-coffee-message,,,,,,,,,gray,,,Silver,,,,,EARRING-FIRST-COFFEE-GRAY-SILVER,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,gray,,,Gold,,,,,EARRING-FIRST-COFFEE-GRAY-GOLD,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,yellow,,,Silver,,,,,EARRING-FIRST-COFFEE-YELLOW-SILVER,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,yellow,,,Gold,,,,,EARRING-FIRST-COFFEE-YELLOW-GOLD,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,white,,,Silver,,,,,EARRING-FIRST-COFFEE-WHITE-SILVER,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,white,,,Gold,,,,,EARRING-FIRST-COFFEE-WHITE-GOLD,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,red,,,Silver,,,,,EARRING-FIRST-COFFEE-RED-SILVER,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,red,,,Gold,,,,,EARRING-FIRST-COFFEE-RED-GOLD,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,purple,,,Silver,,,,,EARRING-FIRST-COFFEE-PURPLE-SILVER,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,purple,,,Gold,,,,,EARRING-FIRST-COFFEE-PURPLE-GOLD,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,pink,,,Silver,,,,,EARRING-FIRST-COFFEE-PINK-SILVER,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,pink,,,Gold,,,,,EARRING-FIRST-COFFEE-PINK-GOLD,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,green,,,Silver,,,,,EARRING-FIRST-COFFEE-GREEN-SILVER,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,green,,,Gold,,,,,EARRING-FIRST-COFFEE-GREEN-GOLD,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,blue,,,Silver,,,,,EARRING-FIRST-COFFEE-BLUE-SILVER,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,blue,,,Gold,,,,,EARRING-FIRST-COFFEE-BLUE-GOLD,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
hanger-with-coffee-message,,,,,,,,,orange-1,,,Silver,,,,,EARRING-FIRST-COFFEE-ORANGE-SILVER,4.0,,0,deny,manual,90.00,,true,true,"",,,,,,,,,,,,,,g,,70.00,
